type,Ques No.,ACC No,Member asking,PARTY,Executive,Date of publication,Due Date,Date replied to,Response,Status,NOTES,CLUSTER,Question Day,pmg_id,member_id,department,member_match
written,3415,NW3594E,Mr E M Bath,DA,Transport,"Friday, June 05, 2026",2026-06-30,2026-06-29,Late,A,Transferred from DPWI on 15 June 2026,,,,2047,Transport,member_name
written,3416,NW3598E,Mr J Engelbrecht,DA,Correctional Services,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,1080,Correctional Services,member_name
written,3417,NW3599E,Mr J Engelbrecht,DA,Correctional Services,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,1080,Correctional Services,member_name
written,3418,NW3600E,Mr J Engelbrecht,DA,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38837,2108,Police,pmg_code
written,3419,NW3607E,Ms K Kgobisa-Ngcaba,DA,Correctional Services,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,2018,Correctional Services,member_name
written,3420,NW3608E,Ms K Kgobisa-Ngcaba,DA,Correctional Services,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-17,Timeous,A,,,,,2018,Correctional Services,member_name
written,3421,NW3609E,Ms K Kgobisa-Ngcaba,DA,Correctional Services,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,2018,Correctional Services,member_name
written,3422,NW3612E,Mrs W R Alexander,DA,Finance,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,38821,2075,Finance,pmg_code
written,3423,NW3613E,Mrs W R Alexander,DA,Finance,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-17,Timeous,A,,,,38822,2075,Finance,pmg_code
written,3424,NW3614E,Mr S J Moore,DA,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-07-01,Late,A,,,,38823,2075,Water and Sanitation,pmg_code
written,3425,NW3615E,Ms O M C Maotwe,EFF,Finance,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-12,Timeous,A,,,,,1715,Finance,member_name
written,3426,NW3616E,Mr S Lonzi,EFF,"Women, Youth and Persons with Disabilities","Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2336,"Women, Youth and Persons with Disabilities",member_name
written,3427,NW3617E,Mr S Lonzi,EFF,"Women, Youth and Persons with Disabilities","Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38807,2083,"Women, Youth and Persons with Disabilities",pmg_code
written,3428,NW3618E,Mr S Lonzi,EFF,"Women, Youth and Persons with Disabilities","Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38808,2083,"Women, Youth and Persons with Disabilities",pmg_code
written,3429,NW3619E,Dr L Managa,EFF,Defence and Military Veterans,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38809,2083,Defence and Military Veterans,pmg_code
written,3430,NW3620E,Mr E Mthethwa,EFF,"Trade, Industry and Competition","Friday, June 05, 2026",2026-07-10,,Late,U,"Transferred from Finance on Tuesday, 23 June 2026 and from DCDT on Friday, 26 June 2026",,,,1844,"Trade, Industry and Competition",manual
written,3431,NW3621E,Mr E Mthethwa,EFF,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,,1844,"Sports, Arts and Culture",manual
written,3432,NW3622E,Mrs L F Tito,EFF,Finance,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,,1329,Finance,member_name
written,3433,NW3623E,Ms N R Mashabela,EFF,Tourism,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,,640,Tourism,member_name
written,3434,NW3624E,Ms N R Mashabela,EFF,Tourism,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,640,Tourism,member_name
written,3435,NW3625E,Ms N R Mashabela,EFF,Tourism,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,640,Tourism,member_name
written,3436,NW3626E,Dr S S Thembekwayo,EFF,"Science, Technology and Innovation","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,855,"Science, Technology and Innovation",member_name
written,3437,NW3627E,Dr S S Thembekwayo,EFF,"Science, Technology and Innovation","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,855,"Science, Technology and Innovation",member_name
written,3438,NW3628E,Ms N Tafeni,EFF,Finance,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,1714,Finance,member_name
written,3439,NW3629E,Ms N Tafeni,EFF,Finance,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,1714,Finance,member_name
written,3440,NW3631E,Mr C G Niehaus,EFF,Defence and Military Veterans,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38797,2120,Defence and Military Veterans,pmg_code
written,3441,NW3634E,Ms M R Mohlala,EFF,Justice and Constitutional Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1404,Justice and Constitutional Development,member_name
written,3442,NW3635E,Mr C Matiwane,EFF,Public Works and Infrastructure,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2345,Public Works and Infrastructure,member_name
written,3443,NW3636E,Ms S Gcilishe,EFF,Communications and Digital Technologies,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1909,Communications and Digital Technologies,member_name
written,3444,NW3637E,Ms S Gcilishe,EFF,Communications and Digital Technologies,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1909,Communications and Digital Technologies,member_name
written,3445,NW3640E,Ms L H Arries,EFF,Agriculture,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38798,2123,Agriculture,pmg_code
written,3446,NW3641E,Ms L H Arries,EFF,Justice and Constitutional Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1292,Justice and Constitutional Development,member_name
written,3447,NW3642E,Ms L H Arries,EFF,Justice and Constitutional Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1292,Justice and Constitutional Development,member_name
written,3448,NW3643E,Ms T J Mokwele,EFF,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,769,Human Settlements,member_name
written,3449,NW3644E,Mr L M Komane,EFF,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2048,Basic Education,member_name
written,3450,NW3646E,Mr L M Komane,EFF,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2048,Basic Education,member_name
written,3451,NW3647E,Mr M Shikwambana,EFF,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1843,Basic Education,member_name
written,3452,NW3648E,Ms P Marais,EFF,Health,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,,1774,Health,member_name
written,3453,NW3650E,Ms P Marais,EFF,Public Works and Infrastructure,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1774,Public Works and Infrastructure,member_name
written,3454,NW3651E,Mr I Cameron,DA,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38657,2332,Police,pmg_code
written,3455,NW3652E,Mr I Cameron,DA,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38563,2093,Police,pmg_code
written,3456,NW3653E,Mr I Cameron,DA,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38838,2093,Police,pmg_code
written,3457,NW3658E,Ms F Mbiko,DA,Correctional Services,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-17,Timeous,A,,,,38658,2098,Correctional Services,pmg_code
written,3458,NW3659E,Ms F Mbiko,DA,Defence and Military Veterans,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38659,2105,Defence and Military Veterans,pmg_code
written,3459,NW3660E,Ms F Mbiko,DA,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2334,Human Settlements,member_name
written,3460,NW3661E,Mr A T Themba,MK,"Forestry, Fisheries and the Environment","Friday, June 05, 2026","Friday, June 22, 2026",2026-07-01,Late,A,,,,,2124,"Forestry, Fisheries and the Environment",member_name
written,3461,NW3662E,Mr A T Themba,MK,"Forestry, Fisheries and the Environment","Friday, June 05, 2026","Friday, June 22, 2026",2026-07-01,Late,A,,,,38660,2087,"Forestry, Fisheries and the Environment",pmg_code
written,3462,NW3663E,Mr A T Themba,MK,"Forestry, Fisheries and the Environment","Friday, June 05, 2026","Friday, June 22, 2026",2026-07-01,Late,A,,,,38661,2087,"Forestry, Fisheries and the Environment",pmg_code
written,3463,NW3664E,Mr Z E Mthethwa,MK,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38662,2087,Police,pmg_code
written,3464,NW3665E,Mr Z E Mthethwa,MK,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2099,Police,member_name
written,3465,NW3666E,Mr Z E Mthethwa,MK,Justice and Constitutional Development,"Friday, June 05, 2026","Friday, June 22, 2026",2026-07-01,Late,A,,,,,2099,Justice and Constitutional Development,member_name
written,3466,NW3667E,Rev N B Gcwabaza,MK,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38665,2102,Social Development,pmg_code
written,3467,NW3668E,Rev N B Gcwabaza,MK,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2078,Social Development,member_name
written,3468,NW3669E,Rev N B Gcwabaza,MK,Social Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38839,1803,Social Development,pmg_code
written,3469,NW3670E,Ms M B B Muhammad,MK,Finance,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,38649,1803,Finance,pmg_code
written,3470,NW3671E,Ms M B B Muhammad,MK,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-07-01,Late,A,,,,38840,1329,Water and Sanitation,pmg_code
written,3471,NW3672E,Mr L G Shangase,MK,Correctional Services,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,,2108,Correctional Services,member_name
written,3472,NW3673E,Mr L G Shangase,MK,Correctional Services,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,38841,1329,Correctional Services,pmg_code
written,3473,NW3675E,Mr J A Mngxitam,MK,Land Reform and Rural Development,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-12,Timeous,A,,,,,,Land Reform and Rural Development,no_match
written,3474,NW3676E,Mr M P Motubatse,MK,Health,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,38554,2098,Health,member_name
written,3475,NW3677E,Mr M P Motubatse,MK,Health,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,,2098,Health,member_name
written,3476,NW3678E,Mr M P Motubatse,MK,Health,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2098,Health,member_name
written,3477,NW3679E,Mr G Taaibosch,MK,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,,2134,Water and Sanitation,member_name
written,3478,NW3680E,Mr G Taaibosch,MK,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2134,Human Settlements,member_name
written,3479,NW3681E,Mr W M Douglas,MK,International Relations and Cooperation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,,2135,International Relations and Cooperation,member_name
written,3480,NW3682E,Mr W M Douglas,MK,International Relations and Cooperation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,38824,1699,International Relations and Cooperation,pmg_code
written,3481,NW3683E,Mr Z K A Cele,MK,Transport,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-09,Timeous,A,,,,,2356,Transport,member_name
written,3482,NW3684E,Mr Z K A Cele,MK,Transport,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,38800,1909,Transport,pmg_code
written,3483,NW3685E,Mr Z K A Cele,MK,Public Service and Administration,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,,2356,Public Service and Administration,member_name
written,3484,NW3686E,Ms N A Mtshweni,MK,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-17,Timeous,A,,,,,2100,Basic Education,member_name
written,3485,NW3687E,Ms N A Mtshweni,MK,Transport,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-12,Timeous,A,,,,38650,640,Transport,pmg_code
written,3486,NW3688E,Dr K Litchfield-Tshabalala,MK,International Relations and Cooperation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,38652,640,International Relations and Cooperation,pmg_code
written,3487,NW3689E,Dr K Litchfield-Tshabalala,MK,International Relations and Cooperation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,38651,640,International Relations and Cooperation,pmg_code
written,3488,NW3691E,Mr M Manyi,MK,Home Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1845,Home Affairs,member_name
written,3489,NW3692E,Mr M Manyi,MK,Employment and Labour,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,,1845,Employment and Labour,member_name
written,3490,NW3693E,Mr M Manyi,MK,Home Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,1845,Home Affairs,member_name
written,3491,NW3695E,Mr M S Mbatha,MK,"Science, Technology and Innovation","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-18,Timeous,A,,,,38564,1328,"Science, Technology and Innovation",pmg_code
written,3492,NW3696E,Mr M S Mbatha,MK,"Science, Technology and Innovation","Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,482,"Science, Technology and Innovation",member_name
written,3493,NW3697E,Mr N I Nxumalo,MK,Cooperative Governance and Traditional Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-19,Timeous,A,,,,38653,918,Cooperative Governance and Traditional Affairs,pmg_code
written,3494,NW3698E,Mr N I Nxumalo,MK,Public Works and Infrastructure,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2111,Public Works and Infrastructure,member_name
written,3495,NW3700E,Mr M M Gasa,MK,Correctional Services,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-17,Timeous,A,,,,38654,701,Correctional Services,pmg_code
written,3496,NW3702E,Mr S W Mkhize,MK,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,,2357,Basic Education,member_name
written,3497,NW3707E,Mr V G Reddy,MK,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,,2120,Water and Sanitation,member_name
written,3498,NW3708E,Mr V G Reddy,MK,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,,2120,Water and Sanitation,member_name
written,3499,NW3709E,Mr V G Reddy,MK,Water and Sanitation,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-24,Late,A,,,,38655,918,Water and Sanitation,pmg_code
written,3500,NW3710E,Mr T I Gamede,MK,Human Settlements,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2332,Human Settlements,member_name
written,3501,NW3711E,Mr P Kubukeli,MK,Defence and Military Veterans,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2377,Defence and Military Veterans,member_name
written,3502,NW3712E,Mr P Kubukeli,MK,Defence and Military Veterans,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2377,Defence and Military Veterans,member_name
written,3503,NW3713E,Mr E K Madlala,MK,Cooperative Governance and Traditional Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-25,Late,A,,,,,2081,Cooperative Governance and Traditional Affairs,member_name
written,3504,NW3714E,Mr E K Madlala,MK,Cooperative Governance and Traditional Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-19,Timeous,A,,,,,2081,Cooperative Governance and Traditional Affairs,member_name
written,3505,NW3715E,Mr T S Mjadu,MK,"Trade, Industry and Competition","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,,2091,"Trade, Industry and Competition",member_name
written,3506,NW3716E,Mr T S Mjadu,MK,"Trade, Industry and Competition","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,38842,494,"Trade, Industry and Competition",pmg_code
written,3507,NW3717E,Mr S P Mkhize,MK,"Forestry, Fisheries and the Environment","Friday, June 05, 2026","Friday, June 22, 2026",2026-07-01,Late,A,,,,,2093,"Forestry, Fisheries and the Environment",member_name
written,3508,NW3718E,Mr S P Mkhize,MK,"Forestry, Fisheries and the Environment","Friday, June 05, 2026","Friday, June 22, 2026",2026-07-01,Late,A,,,,,2093,"Forestry, Fisheries and the Environment",member_name
written,3509,NW3719E,Mr B M Mkongi,MK,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,698,Police,member_name
written,3510,NW3721E,Mr B M Mkongi,MK,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,698,Police,member_name
written,3511,NW3722E,Ms P P Mngadi,MK,Employment and Labour,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,38801,762,Employment and Labour,pmg_code
written,3512,NW3723E,Ms P P Mngadi,MK,Employment and Labour,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,38569,762,Employment and Labour,pmg_code
written,3513,NW3724E,Mr S R Moodley,MK,Tourism,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-26,Late,A,,,,,2095,Tourism,member_name
written,3514,NW3725E,Mr S R Moodley,MK,Basic Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2095,Basic Education,member_name
written,3515,NW3726E,Mr G Motaung,MK,"Sports, Arts and Culture","Friday, June 05, 2026","Friday, June 22, 2026",2026-06-22,Timeous,A,,,,38843,1080,"Sports, Arts and Culture",pmg_code
written,3516,NW3727E,Mr G Motaung,MK,Small Business Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2358,Small Business Development,member_name
written,3517,NW3728E,Mr J B Mtolo,MK,Home Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2355,Home Affairs,member_name
written,3518,NW3729E,Mr J B Mtolo,MK,Defence and Military Veterans,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2355,Defence and Military Veterans,member_name
written,3519,NW3730E,Mr J B Mtolo,MK,Agriculture,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2355,Agriculture,member_name
written,3520,NW3731E,Ms P Mkhize,MK,Police,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2363,Police,member_name
written,3521,NW3732E,Ms N Buthelezi,MK,Higher Education,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2359,Higher Education,manual
written,3522,NW3733E,Ms N I Nkosi,MK,Home Affairs,"Friday, June 05, 2026","Friday, June 22, 2026",2026-06-29,Late,A,,,,,,Home Affairs,no_match
written,3523,NW3735E,Mr D D D van Rooyen,MK,Justice and Constitutional Development,"Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,163,Justice and Constitutional Development,member_name
written,3524,NW3736E,Ms B E S Zuma,MK,"Planning, Monitoring and Evaluation","Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2378,"Planning, Monitoring and Evaluation",member_name
written,3525,NW3737E,Ms B E S Zuma,MK,"Planning, Monitoring and Evaluation","Friday, June 05, 2026","Friday, June 22, 2026",,Late,U,,,,,2378,"Planning, Monitoring and Evaluation",member_name
